Player,SG Putting,SG Around Green,SG Approach,SG Off The Tee,SG Tee To Green,SG Total,Rounds,Scrambling
svensson a.,0,0,0,0,0,0,3,0
svensson a.,0,0,0,0,0,0,4,0
hossler b.,-0.5,1.12,-1.52,0.66,0.26,-0.23,1,0
hossler b.,0.35,-0.58,-1.79,0.54,-1.83,-1.48,2,0
hossler b.,0,0,0,0,0,0,3,0
hossler b.,0,0,0,0,0,0,4,0
kohles b.,-0.94,0.95,0.85,-1.1,0.7,-0.23,1,0
kohles b.,-2.25,-0.91,2.36,-0.68,0.76,-1.48,2,0
kohles b.,0,0,0,0,0,0,3,0
kohles b.,0,0,0,0,0,0,4,0
dumont a.,2.02,3.35,-2.62,0.02,0.74,2.77,1,0
dumont a.,-0.27,-1.02,-3.35,0.16,-4.21,-4.48,2,0
dumont a.,0,0,0,0,0,0,3,0
dumont a.,0,0,0,0,0,0,4,0
walker d.,-1.72,0.51,-0.75,0.73,0.48,-1.24,1,0
walker d.,-1.15,-0.21,0.86,0.01,0.66,-0.48,2,0
walker d.,0,0,0,0,0,0,3,0
walker d.,0,0,0,0,0,0,4,0
nyholm p.,0.32,1.64,-2.67,-0.52,-1.55,-1.24,1,0
nyholm p.,1.09,0.07,-2.67,1.02,-1.57,-0.48,2,0
nyholm p.,0,0,0,0,0,0,3,0
nyholm p.,0,0,0,0,0,0,4,0
shipley n.,-1.78,-0.83,-0.08,0.46,-0.46,-2.23,1,0
shipley n.,-1.38,0.01,0.61,1.28,1.9,0.52,2,0
shipley n.,0,0,0,0,0,0,3,0
shipley n.,0,0,0,0,0,0,4,0
li h.,2.61,-2.94,0.02,0.07,-2.85,-0.23,1,0
li h.,0.03,-1.11,-1.74,0.34,-2.51,-2.48,2,0
li h.,0,0,0,0,0,0,3,0
li h.,0,0,0,0,0,0,4,0
dou z.,-0.2,-0.94,-2.83,-0.27,-4.03,-4.24,1,0
dou z.,-0.88,1.13,0.81,0.47,2.4,1.52,2,0
dou z.,0,0,0,0,0,0,3,0
dou z.,0,0,0,0,0,0,4,0
hardy n.,-2.28,0.67,-0.88,-0.74,-0.95,-3.23,1,0
hardy n.,-2.29,1.2,0.53,1.07,2.81,0.52,2,0
hardy n.,0,0,0,0,0,0,3,0
hardy n.,0,0,0,0,0,0,4,0
lamprecht c.,2.03,-0.45,-0.88,-0.94,-2.27,-0.23,1,0
lamprecht c.,1.17,0.37,-2.73,-1.29,-3.66,-2.48,2,0
lamprecht c.,0,0,0,0,0,0,3,0
lamprecht c.,0,0,0,0,0,0,4,0
hirata k.,0.88,0.15,0.54,0.2,0.88,1.76,1,0
hirata k.,-0.24,-1.33,-2.26,-0.65,-4.24,-4.48,2,0
hirata k.,0,0,0,0,0,0,3,0
hirata k.,0,0,0,0,0,0,4,0
chatfield d.,2.03,-0.92,-0.23,-1.12,-2.26,-0.23,1,0
chatfield d.,0.7,-0.64,-2.46,-0.08,-3.18,-2.48,2,0
chatfield d.,0,0,0,0,0,0,3,0
chatfield d.,0,0,0,0,0,0,4,0
peterson p.,0.77,-1.41,0.83,-0.43,-1.01,-0.23,1,0
peterson p.,-1.17,-0.84,-0.33,-0.14,-1.31,-2.48,2,0
peterson p.,0,0,0,0,0,0,3,0
peterson p.,0,0,0,0,0,0,4,0
howell m.,-1.19,-1.02,-1.17,0.14,-2.05,-3.23,1,0
howell m.,0.11,0.78,-0.35,-0.02,0.41,0.52,2,0
howell m.,0,0,0,0,0,0,3,0
howell m.,0,0,0,0,0,0,4,0
simpson w.,-0.85,-0.27,-1.61,0.5,-1.39,-2.23,1,0
simpson w.,-1.93,-1.09,0.61,0.93,0.45,-1.48,2,0
simpson w.,0,0,0,0,0,0,3,0
simpson w.,0,0,0,0,0,0,4,0
hall h.,-0.63,0.29,0.86,0.25,1.4,0.77,1,0
hall h.,-2.5,1.14,-0.96,-2.16,-1.99,-4.48,2,0
hall h.,0,0,0,0,0,0,3,0
hall h.,0,0,0,0,0,0,4,0
campbell b.,-2.24,0.39,0.84,-0.23,1.01,-1.24,1,0
campbell b.,-1.76,0.64,-1.19,-0.17,-0.72,-2.48,2,0
campbell b.,0,0,0,0,0,0,3,0
campbell b.,0,0,0,0,0,0,4,0
springer h.,0.35,-0.39,-2.35,0.15,-2.59,-2.23,1,0
springer h.,0.87,-0.33,-2.68,0.65,-2.35,-1.48,2,0
springer h.,0,0,0,0,0,0,3,0
springer h.,0,0,0,0,0,0,4,0
hoffman c.,-1.48,0.42,-1.01,0.83,0.24,-1.24,1,0
hoffman c.,-1.85,-0.16,-0.44,-0.03,-0.63,-2.48,2,0
hoffman c.,0,0,0,0,0,0,3,0
hoffman c.,0,0,0,0,0,0,4,0
lebioda h.,-0.76,-0.57,1.53,-0.44,0.52,-0.23,1,0
lebioda h.,-3.28,0.26,-0.14,-0.32,-0.2,-3.48,2,0
lebioda h.,0,0,0,0,0,0,3,0
lebioda h.,0,0,0,0,0,0,4,0
wu d.,-2.19,-0.24,-0.02,1.22,0.96,-1.24,1,0
wu d.,0.54,-2.23,1.04,-1.83,-3.02,-2.48,2,0
wu d.,0,0,0,0,0,0,3,0
wu d.,0,0,0,0,0,0,4,0
tosti a.,-3.58,0.45,-0.01,-0.09,0.35,-3.23,1,0
tosti a.,-1.06,-0.18,0.89,-0.14,0.57,-0.48,2,0
tosti a.,0,0,0,0,0,0,3,0
tosti a.,0,0,0,0,0,0,4,0
stanger j.,0.61,0.52,-0.39,0.02,0.16,0.77,1,0
stanger j.,-0.06,-0.4,-4.29,0.27,-4.42,-4.48,2,0
stanger j.,0,0,0,0,0,0,3,0
stanger j.,0,0,0,0,0,0,4,0
fowler r.,-0.4,-0.88,-0.34,0.39,-0.83,-1.24,1,0
fowler r.,-0.92,0.84,-3.56,0.16,-2.56,-3.48,2,0
