Player,SG Putting,SG Around Green,SG Approach,SG Off The Tee,SG Tee To Green,SG Total,Rounds,Scrambling
denny mccarthy,-0.54,0.23,1.69,0.25,2.16,1.62,1,0.7143
denny mccarthy,0.91,0.06,0.14,-0.27,-0.07,0.84,2,0.6667
denny mccarthy,1.17,0.96,0.3,-0.08,1.18,2.35,3,1.0
denny mccarthy,2.49,0.29,0.98,-0.53,0.75,3.24,4,1.0
adrien dumont de chassart,1.77,0.58,1.61,-1.34,0.85,2.62,1,0.6
adrien dumont de chassart,-1.41,0.17,1.25,0.83,2.26,0.84,2,0.4
adrien dumont de chassart,1.42,-1.65,0.16,0.42,-1.07,0.35,3,0.4
adrien dumont de chassart,2.44,0.51,1.41,-0.11,1.8,4.24,4,0.6667
jhonattan vegas,1.91,-0.35,1.57,-0.51,0.71,2.62,1,0.75
jhonattan vegas,1.84,-0.45,1.02,-0.57,0.01,1.84,2,0.8333
jhonattan vegas,0.05,-1.0,1.19,1.11,1.3,1.35,3,0.6667
jhonattan vegas,0.81,-0.26,1.27,-0.59,0.42,1.24,4,0.8333
thorbjorn olesen,-2.15,0.46,3.4,-0.08,3.77,1.62,1,0.4
thorbjorn olesen,-0.74,-0.85,2.02,0.41,1.58,0.84,2,0.6
thorbjorn olesen,1.18,-0.18,0.74,0.6,1.17,2.35,3,0.8571
thorbjorn olesen,1.11,2.1,-0.26,-0.71,1.13,2.24,4,0.8
keith mitchell,0.63,0.19,-0.12,0.92,0.99,1.62,1,0.7143
keith mitchell,-0.76,-0.38,2.63,1.35,3.6,2.84,2,0.6667
keith mitchell,0.73,-1.2,-2.43,1.24,-2.39,-1.65,3,1.0
