Player,SG Putting,SG Around Green,SG Approach,SG Off The Tee,SG Tee To Green,SG Total,Rounds,Scrambling
matthieu pavon,-0.15,0.72,-2.24,1.08,-0.43,-0.59,4,0
neal shipley,0.74,-0.8,2.18,0.83,2.21,2.95,1,0
neal shipley,1.63,-1.39,-3.68,1.6,-3.47,-1.84,2,0
neal shipley,2.26,-0.33,-3.68,1.44,-2.57,-0.31,3,0
neal shipley,1.45,-0.39,-0.66,1.01,-0.03,1.41,4,0
adrien saddier,0.61,0.81,2.37,-0.83,2.35,2.95,1,0
adrien saddier,-0.46,0.01,-2.25,0.86,-1.38,-1.84,2,0
adrien saddier,-0.12,-0.42,1.66,0.57,1.81,1.69,3,0
adrien saddier,-0.04,-0.74,-0.55,0.74,-0.55,-0.59,4,0
fabian gomez,1.53,-0.7,1.14,-0.02,0.42,1.95,1,0
fabian gomez,-0.19,0,0.35,-1.01,-0.65,-0.84,2,0
fabian gomez,-0.86,0.45,1.15,-0.05,1.55,0.69,3,0
fabian gomez,-0.72,-0.07,0.06,0.15,0.13,-0.59,4,0
taylor pendrith,1.89,-0.2,1.18,-0.92,0.07,1.95,1,0
taylor pendrith,-0.76,-0.17,2.43,-0.36,1.91,1.16,2,0
taylor pendrith,-0.92,-0.5,-0.99,0.1,-1.39,-2.31,3,0
taylor pendrith,-0.09,0.02,0.39,0.09,0.5,0.41,4,0
patrick rodgers,0.64,-0.36,0.73,-0.06,0.32,0.95,1,0
patrick rodgers,0.33,0.91,0.36,1.55,2.83,3.16,2,0
patrick rodgers,-0.92,0.55,0.19,-0.13,0.61,-0.31,3,0
patrick rodgers,-2.51,-0.45,0.33,0.05,-0.07,-2.59,4,0
patrick fishburn,-1.92,1.9,1.44,1.53,4.87,2.95,1,0
patrick fishburn,2.06,1.35,-1.09,-1.16,-0.9,1.16,2,0
patrick fishburn,0.11,0.79,-0.13,-1.09,-0.42,-0.31,3,0
patrick fishburn,-0.77,-1.69,-0.74,0.61,-1.82,-2.59,4,0
justin lower,2.87,-1.54,-0.48,0.1,-1.91,0.95,1,0
justin lower,0.03,-0.43,0.2,0.37,0.13,0.16,2,0
justin lower,-0.57,0.09,2.82,-0.66,2.25,1.69,3,0
justin lower,0.27,-0.32,0.97,-2.51,-1.85,-1.59,4,0
john parry,-2.01,0.87,1.53,0.56,2.96,0.95,1,0
john parry,1.13,1.37,0.48,-0.83,1.03,2.16,2,0
john parry,-1.14,-0.39,-0.15,0.37,-0.17,-1.31,3,0
john parry,0.41,1.12,-0.66,-1.46,-1,-0.59,4,0
dan brown,-0.57,-0.01,0.19,0.35,0.52,-0.05,1,0
dan brown,-1.3,0.43,0.56,1.47,2.45,1.16,2,0
dan brown,-3.44,-1.76,3.13,0.75,2.12,-1.31,3,0
dan brown,3.13,-1.45,0.56,-0.83,-1.72,1.41,4,0
troy merritt,0.89,0.97,0.66,-0.57,1.06,1.95,1,0
troy merritt,0.02,1.24,0.92,-1.02,1.14,1.16,2,0
troy merritt,2.61,-0.43,-0.39,-1.1,-1.93,0.69,3,0
troy merritt,-0.18,-0.94,-1.67,-0.79,-3.41,-3.59,4,0
tom kim,0.93,0.1,-0.46,0.38,0.03,0.95,1,0
tom kim,-1.87,-0.48,3.46,0.05,3.03,1.16,2,0
tom kim,-2.47,0.23,2.6,-0.68,2.15,-0.31,3,0
tom kim,-2.94,1.91,-0.24,-0.31,1.36,-1.59,4,0
adam svensson,0.29,-0.56,0.41,0.81,0.66,0.95,1,0
adam svensson,-0.26,1.43,-0.47,-0.54,0.42,0.16,2,0
adam svensson,-0.32,-0.71,-0.85,-0.43,-2,-2.31,3,0
adam svensson,0.26,2.6,0.06,-1.5,1.16,1.41,4,0
charley hoffman,0.53,0.12,-0.27,0.57,0.42,0.95,1,0
